Tiempo;average(A);average(B)
(ms);(V);(V)

3,90581617;0,78803860;1,52155700
3,91605617;0,78688710;1,52140000
3,92629617;0,78625270;1,52046300
3,93653617;0,78592810;1,51999400
3,94677617;0,78540050;1,52093100
3,95701617;0,78442110;1,52030700
3,96725617;0,78280810;1,51936900
3,97749617;0,78061090;1,51858800
3,98773617;0,77803000;1,51890000
3,99797617;0,77578540;1,51765100
4,00821617;0,77335700;1,51827500
4,01845617;0,77098670;1,51796200
4,02869617;0,76954700;1,51733700
4,03893617;0,76851090;1,51686900
4,04917617;0,76719610;1,51655600
4,05941617;0,76590990;1,51577500
4,06965617;0,76345340;1,51624300
4,07989617;0,76073750;1,51515000
4,09013617;0,75770560;1,51530600
4,10037617;0,75493220;1,51468100
4,11061617;0,75261050;1,51374300
4,12085617;0,75145800;1,51468100
4,13109617;0,75040230;1,51358800
4,14133617;0,74995200;1,51202400
4,15157617;0,74901050;1,51280600
4,16181617;0,74740790;1,51374400
4,17205617;0,74453010;1,51093000
4,18229617;0,74128910;1,51093000
4,19253617;0,73849180;1,51108700
4,20277617;0,73597250;1,51030600
4,21301617;0,73368330;1,51030500
4,22325617;0,73255430;1,50858600
4,23349617;0,73188380;1,50905500
4,24373617;0,73049280;1,50843000
4,25397617;0,72793120;1,50874200
4,26421617;0,72331500;1,50811800
4,27445617;0,71921780;1,50671100
4,28469617;0,71652060;1,50686800
4,29493617;0,71486150;1,50624300
4,30517617;0,71413200;1,50702400
4,31541617;0,71312480;1,50514800
4,32565617;0,71121440;1,50499200
4,33589617;0,70849940;1,50452300
4,34613617;0,70517800;1,50389800
4,35637617;0,70182940;1,50311700
4,36661617;0,69912460;1,50389800
4,37685617;0,69729100;1,50327300
4,38709617;0,69551650;1,50264800
4,39733617;0,69329010;1,50092900
4,40757617;0,69002710;1,50108500
4,41781617;0,68610300;1,50139800
4,42805617;0,68266730;1,50014700
4,43829617;0,67978870;1,49921000
4,44853617;0,67869530;1,49967900
4,45877617;0,67769780;1,49827300
4,46901617;0,67596970;1,49733600
4,47925617;0,67259180;1,49717800
4,48949617;0,66847560;1,49592900
4,49973617;0,66515600;1,49561600
4,50997617;0,66239270;1,49577200
4,52021617;0,66089590;1,49546000
4,53045617;0,65944060;1,49420900
4,54069617;0,65631130;1,49342800
4,55093617;0,65214640;1,49436500
4,56117617;0,64691710;1,49170900
4,57141617;0,64406960;1,49233400
4,58165617;0,64272700;1,49202100
4,59189617;0,64176680;1,49061500
4,60213617;0,63965640;1,48999000
4,61237617;0,63600990;1,49014600
4,62261617;0,63159590;1,48967800
4,63285617;0,62773760;1,48936500
4,64309617;0,62514670;1,48842700
4,65333617;0,62221930;1,48780200
4,66357617;0,61851530;1,48764600
4,67381617;0,61374630;1,48717700
4,68405617;0,61031090;1,48545800
4,69429617;0,60762420;1,48499000
4,70453617;0,60641460;1,48452000
4,71477617;0,60535970;1,48452000
4,72501617;0,60202070;1,48327000
4,73525617;0,59799950;1,48248900
4,74549617;0,59383430;1,48186400
4,75573617;0,59040830;1,48327100
4,76597617;0,58893080;1,48233300
4,77621617;0,58730970;1,48077000
4,78645617;0,58330260;1,48014500
4,79669617;0,57831950;1,48014500
4,80693617;0,57355080;1,47811300
4,81717617;0,57151160;1,47858200
4,82741617;0,57000830;1,47858200
4,83765617;0,56765690;1,47686300
4,84789617;0,56376180;1,47467600
4,85813617;0,55948140;1,47483200
4,86837617;0,55569150;1,47530000
4,87861617;0,55306230;1,47311200
4,88885617;0,55038520;1,47248700
4,89909616;0,54663230;1,47326900
4,90933616;0,54175840;1,47201900
4,91957616;0,53748820;1,47045600
4,92981616;0,53536690;1,47123700
4,94005616;0,53378440;1,46936200
4,95029616;0,53104910;1,46889300
4,96053616;0,52633730;1,46889300
4,97077616;0,52148200;1,46842400
4,98101616;0,51835420;1,46748700
4,99125616;0,51628040;1,46654900
5,00149616;0,51262330;1,46623700
5,01173616;0,50710120;1,46561200
5,02197616;0,50178890;1,46545500
5,03221616;0,49952280;1,46420500
5,04245616;0,49778480;1,46279800
5,05269616;0,49508030;1,46311100
5,06293616;0,49085160;1,46123600
5,07317616;0,48597800;1,46107900
5,08341616;0,48253320;1,46045500
5,09365616;0,47937110;1,45982900
5,10389616;0,47531350;1,45826600
5,11413616;0,46965140;1,45764200
5,12437616;0,46575580;1,45811100
5,13461616;0,46345280;1,45639100
5,14485616;0,46162970;1,45592300
5,15509616;0,45825250;1,45514100
5,16533616;0,45359770;1,45451600
5,17557616;0,44882890;1,45467200
5,18581616;0,44594070;1,45326600
5,19605616;0,44386800;1,45342200
5,20629616;0,43982790;1,45139100
5,21653616;0,43410940;1,45029700
5,22677616;0,42947420;1,45014000
5,23701616;0,42728570;1,44904600
5,24725616;0,42528990;1,44826500
5,25749616;0,42163480;1,44732700
5,26773616;0,41647250;1,44717100
5,27797616;0,41200070;1,44623400
5,28821616;0,40891420;1,44435800
5,29845616;0,40595560;1,44482800
5,30869616;0,40055550;1,44295100
5,31893616;0,39560150;1,44373300
5,32917616;0,39231190;1,44170100
5,33941616;0,39056540;1,44185800
5,34965616;0,38738900;1,44013900
5,35989616;0,38263910;1,43888900
5,37013616;0,37812890;1,43763900
5,38037616;0,37474070;1,43810700
5,39061616;0,37250510;1,43638800
5,40085616;0,36836940;1,43560700
5,41109616;0,36244850;1,43388800
5,42133616;0,35772760;1,43310700
5,43157616;0,35540520;1,43326300
5,44181616;0,35315990;1,43248100
5,45205616;0,34846780;1,43138700
5,46229616;0,34273910;1,42982500
5,47253616;0,33852670;1,42904300
5,48277616;0,33426770;1,42826100
5,49301616;0,32924520;1,42716800
5,50325616;0,32362370;1,42638700
5,51349616;0,32069610;1,42591800
5,52373616;0,31887580;1,42373000
5,53397616;0,31606460;1,42232400
5,54421616;0,31060450;1,42232400
5,55445616;0,30549030;1,41998000
5,56469616;0,30241000;1,41998000
5,57493616;0,29970420;1,41872900
5,58517616;0,29479090;1,41669800
5,59541616;0,28807400;1,41529100
5,60565616;0,28457160;1,41560300
5,61589616;0,28243180;1,41341600
5,62613616;0,27856480;1,41357300
5,63637616;0,27358500;1,41107200
5,64661616;0,26871930;1,41076000
5,65685616;0,26546630;1,40857100
5,66709616;0,26122420;1,40841500
5,67733616;0,25595390;1,40810300
5,68757616;0,25066430;1,40638400
5,69781616;0,24820740;1,40466500
5,70805616;0,24544010;1,40466500
5,71829616;0,24063460;1,40341400
5,72853616;0,23504870;1,40107100
5,73877616;0,23127050;1,40122700
5,74901616;0,22815250;1,40075800
5,75925616;0,22242380;1,39888300
5,76949616;0,21643600;1,39794500
5,77973616;0,21268380;1,39857100
5,78997616;0,21067840;1,39560100
5,80021616;0,20648510;1,39513200
5,81045616;0,20117880;1,39497600
5,82069616;0,19661100;1,39278800
5,83093616;0,19329100;1,39231900
5,84117616;0,18923170;1,39075600
5,85141616;0,18341640;1,38966200
5,86165616;0,17878160;1,38950700
5,87189616;0,17611430;1,38825600
5,88213616;0,17369680;1,38622500
5,89237616;0,16930600;1,38544300
5,90261616;0,16347290;1,38528700
5,91285616;0,15964480;1,38216100
5,92309616;0,15692350;1,38184900
5,93333616;0,15224160;1,38153600
5,94357616;0,14577450;1,37950400
5,95381616;0,14125470;1,37872200
5,96405616;0,13899000;1,37794100
5,97429616;0,13522830;1,37653400
5,98453616;0,12998800;1,37669100
5,99477616;0,12510220;1,37419100
6,00501616;0,12153170;1,37278400
6,01525616;0,11742470;1,37153300
6,02549616;0,11148490;1,37137700
6,03573616;0,10678300;1,36872000
6,04597616;0,10417280;1,36747000
6,05621616;0,10086230;1,36731400
6,06645616;0,09561332;1,36590800
6,07669616;0,09029730;1,36387600
6,08693616;0,08675794;1,36309400
6,09717616;0,08357812;1,36184500
6,10741616;0,07759213;1,35981300
6,11765616;0,07172819;1,35887500
6,12789616;0,06865063;1,35684300
6,13813616;0,06590598;1,35621800
6,14837616;0,06087704;1,35434300
6,15861616;0,05502315;1,35231100
6,16885616;0,05050347;1,35121700
6,17909616;0,04582066;1,34918500
6,18933616;0,03979458;1,34590300
6,19957616;0,03514059;1,34621600
6,20981616;0,03260720;1,34527800
6,22005616;0,02992015;1,34356000
6,23029616;0,02528493;1,33965300
6,24053616;0,01932561;1,33965300
6,25077616;0,01578466;1,33762100
6,26101616;0,01321385;1,33465200
6,27125616;0,00757821;1,33387000
6,28149616;0,00141912;1,33121400
6,29173616;-0,00224751;1,32871300
6,30197616;-0,00485925;1,32668200
6,31221616;-0,00920392;1,32386800
6,32245616;-0,01457822;1,32261900
6,33269616;-0,01924791;1,31980600
6,34293616;-0,02304758;1,31746200
6,35317616;-0,02771126;1,31542900
6,36341616;-0,03368028;1,31277300
6,37365616;-0,03745163;1,31136700
6,38389616;-0,04013860;1,30917800
6,39413616;-0,04430317;1,30636600
6,40437616;-0,05001267;1,30480300
6,41461616;-0,05455150;1,30245900
6,42485616;-0,05816932;1,29995900
6,43509616;-0,06317898;1,29699000
6,44533616;-0,06934015;1,29386400
6,45557616;-0,07376412;1,29042600
6,46581616;-0,07600922;1,28730100
6,47605616;-0,07952928;1,28308100
6,48629616;-0,08498241;1,27964300
6,49653616;-0,08984546;1,27495500
6,50677616;-0,09409811;1,26979800
6,51701616;-0,09919123;1,26542200
6,52725616;-0,10505420;1,26120200
6,53749616;-0,10917100;1,25542000
6,54773615;-0,11140680;1,25026100
6,55797615;-0,11439120;1,24275400
6,56821615;-0,11973660;1,23399100
6,57845615;-0,12533240;1,22100100
6,58869615;-0,12824100;1,20239000
6,59893615;-0,13150400;1,18003600
6,60917615;-0,13713690;1,15002900
6,61941615;-0,14302830;1,11189700
6,62965615;-0,14644460;1,06110700
6,63989615;-0,14868040;1,00266100
6,65013615;-0,15307490;0,93374320
6,66037615;-0,15872690;0,86123080
6,67061615;-0,16289060;0,78059250
6,68085615;-0,16600440;0,68729600
6,69109615;-0,17078190;0,57868440
6,70133615;-0,17640500;0,45288230
6,71157615;-0,18068090;0,31567200
6,72181615;-0,18311740;0,17205450
6,73205615;-0,18592940;0,02624908
6,74229615;-0,19132240;-0,11689960
6,75253615;-0,19604360;-0,25645400
6,76277615;-0,19982440;-0,39475810
6,77301615;-0,20245360;-0,52634230
6,78325615;-0,20761620;-0,65339460
6,79349615;-0,21393010;-0,77544590
6,80373615;-0,21765320;-0,88968420
6,81397615;-0,21995610;-1,00299700
6,82421615;-0,22437040;-1,11147700
6,83445615;-0,22954230;-1,21432700
6,84469615;-0,23416740;-1,30903300
6,85493615;-0,23824500;-1,38857800
6,86517615;-0,24367230;-1,43514900
6,87541615;-0,24926820;-1,44937000
6,88565615;-0,25299380;-1,45046400
6,89589615;-0,25486190;-1,45499600
6,90613615;-0,25783620;-1,46062100
6,91637615;-0,26236540;-1,46343400
6,92661615;-0,26818100;-1,46546600
6,93685615;-0,27120380;-1,46781000
6,94709615;-0,27390020;-1,47124800
6,95733615;-0,27861160;-1,47359200
6,96757615;-0,28494450;-1,47562300
6,97781615;-0,28862950;-1,47874900
6,98805615;-0,29122010;-1,47968700
6,99829615;-0,29432890;-1,48203000
7,00853615;-0,29947230;-1,48421900
7,01877615;-0,30405920;-1,48531200
7,02901615;-0,30780120;-1,48797000
7,03925615;-0,31112160;-1,48781300
7,04949615;-0,31644710;-1,49000100
7,05973615;-0,32169630;-1,49172000
7,06997615;-0,32501550;-1,49250100
7,08021615;-0,32703770;-1,49453200
7,09045615;-0,33068420;-1,49359500
7,10069615;-0,33639160;-1,49609500
7,11093615;-0,34073400;-1,49703300
7,12117615;-0,34402340;-1,49625100
7,13141615;-0,34798670;-1,49828300
7,14165615;-0,35330240;-1,49906400
7,15189615;-0,35872400;-1,49937700
7,16213615;-0,36184300;-1,50078300
7,17237615;-0,36384830;-1,50140800
7,18261615;-0,36752350;-1,50234600
7,19285615;-0,37209150;-1,50312700
7,20309615;-0,37651510;-1,50453400
7,21333615;-0,37986450;-1,50531500
7,22357615;-0,38351130;-1,50562800
7,23381615;-0,38835680;-1,50625300
7,24405615;-0,39339450;-1,50672200
7,25429615;-0,39637910;-1,50765900
7,26453615;-0,39836480;-1,50687800
7,27477615;-0,40070540;-1,50937800
7,28501615;-0,40541170;-1,50922200
7,29525615;-0,41059420;-1,51031600
7,30549615;-0,41388610;-1,51125300
7,31573615;-0,41657760;-1,51047200
7,32597615;-0,41990600;-1,51172200
7,33621615;-0,42516420;-1,51266000
7,34645615;-0,43019250;-1,51266000
7,35669615;-0,43306150;-1,51328500
7,36693615;-0,43494230;-1,51375400
7,37717615;-0,43877160;-1,51391000
7,38741615;-0,44311790;-1,51547300
7,39765615;-0,44720600;-1,51609800
7,40789615;-0,45070840;-1,51531700
7,41813615;-0,45370210;-1,51656700
7,42837615;-0,45803980;-1,51641100
7,43861615;-0,46256840;-1,51672300
7,44885615;-0,46713620;-1,51687900
7,45909615;-0,46927590;-1,51750400
7,46933615;-0,47136820;-1,51797300
7,47957615;-0,47493770;-1,51766100
7,48981615;-0,47950550;-1,51859800
7,50005615;-0,48404410;-1,51953600
7,51029615;-0,48675830;-1,51891100
7,52053615;-0,48892390;-1,51984800
7,53077615;-0,49316820;-1,52063000
7,54101615;-0,49880460;-1,52063000
7,55125615;-0,50315990;-1,51969200
7,56149615;-0,50527200;-1,52141100
7,57173615;-0,50723000;-1,52219300
7,58197615;-0,51019520;-1,52188000
7,59221615;-0,51531940;-1,52281700
7,60245615;-0,51940760;-1,52281800
7,61269615;-0,52292960;-1,52469300
7,62293615;-0,52642240;-1,52328600
7,63317615;-0,53082720;-1,52563100
7,64341615;-0,53558730;-1,52578700
7,65365615;-0,53904100;-1,52531800
7,66389615;-0,54097980;-1,52531800
7,67413615;-0,54249570;-1,52641200
7,68437615;-0,54512550;-1,52750500
7,69461615;-0,54947220;-1,52672400
7,70485615;-0,55391450;-1,52703700
7,71509615;-0,55725430;-1,52938100
7,72533615;-0,55899050;-1,52813100
7,73557615;-0,56151430;-1,52969400
7,74581615;-0,56533360;-1,52969400
7,75605615;-0,57034250;-1,52953700
7,76629615;-0,57456400;-1,53078800
7,77653615;-0,57675240;-1,53031900
7,78677615;-0,57812070;-1,53110100
7,79701615;-0,58063770;-1,53063200
7,80725615;-0,58441900;-1,53110000
7,81749615;-0,58879850;-1,53235100
7,82773615;-0,59212550;-1,53281800
7,83797615;-0,59462020;-1,53297500
7,84821615;-0,59714430;-1,53266300
7,85845615;-0,60063600;-1,53344400
7,86869615;-0,60479160;-1,53422500
7,87893615;-0,60874550;-1,53297500
7,88917615;-0,61131730;-1,53375700
7,89941615;-0,61304380;-1,53375600
7,90965615;-0,61467610;-1,53438200
7,91989615;-0,61784260;-1,53469400
7,93013615;-0,62196020;-1,53485100
7,94037615;-0,62578790;-1,53485000
7,95061615;-0,62896450;-1,53547500
7,96085615;-0,63105730;-1,53594400
7,97109615;-0,63337900;-1,53531900
7,98133615;-0,63692970;-1,53563200
7,99157615;-0,64160280;-1,53516300
8,00181615;-0,64545150;-1,53657000
8,01205615;-0,64787010;-1,53688300
8,02229615;-0,64908760;-1,53610100
8,03253615;-0,65064170;-1,53657000
8,04277615;-0,65285770;-1,53719500
8,05301615;-0,65614620;-1,53750700
8,06325615;-0,65979510;-1,53766400
8,07349615;-0,66321090;-1,53766300
8,08373615;-0,66597520;-1,53782100
8,09397615;-0,66807220;-1,53844500
8,10421615;-0,67093040;-1,53735100
8,11445615;-0,67412660;-1,53782000
8,12469615;-0,67792560;-1,53782000
8,13493615;-0,68173640;-1,53782000
8,14517615;-0,68360690;-1,53782000
8,15541615;-0,68467150;-1,53813200
8,16565615;-0,68566950;-1,53860100
8,17589615;-0,68758880;-1,53828800
8,18613615;-0,69040090;-1,53844500
8,19637614;-0,69384630;-1,54016400
8,20661614;-0,69701300;-1,53953900
8,21685614;-0,70024530;-1,53844600
8,22709614;-0,70178090;-1,54047600
8,23733614;-0,70316280;-1,53969500
8,24757614;-0,70435230;-1,54000700
8,25781614;-0,70700100;-1,54032000
8,26805614;-0,71051260;-1,53969500
8,27829614;-0,71477320;-1,53969400
8,28853614;-0,71771900;-1,54063300
8,29877614;-0,71962950;-1,54094500
8,30901614;-0,72079010;-1,54125800
8,31925614;-0,72153840;-1,54110100
8,32949614;-0,72279520;-1,54094600
8,33973614;-0,72538600;-1,54110100
8,34997614;-0,72811200;-1,54157000
8,36021614;-0,73133530;-1,54188300
8,37045614;-0,73413780;-1,54110200
8,38069614;-0,73641160;-1,54250800
8,39093614;-0,73814710;-1,54266400
8,40117614;-0,73922150;-1,54266400
8,41141614;-0,74121250;-1,54235200
8,42165614;-0,74342510;-1,54266500
8,43189614;-0,74610750;-1,54250800
8,44213614;-0,74969250;-1,54329000
8,45237614;-0,75230160;-1,54313300
8,46261614;-0,75423920;-1,54266500
8,47285614;-0,75566040;-1,54313300
8,48309614;-0,75655130;-1,54375800
8,49333614;-0,75738750;-1,54438300
8,50357614;-0,75857750;-1,54297700
8,51381614;-0,76008380;-1,54360200
8,52405614;-0,76238690;-1,54344500
8,53429614;-0,76456540;-1,54375800
8,54453614;-0,76751130;-1,54329000
8,55477614;-0,76961300;-1,54360200
8,56501614;-0,77149330;-1,54313300
8,57525614;-0,77317360;-1,54454000
8,58549614;-0,77406470;-1,54485200
8,59573614;-0,77452500;-1,54360200
8,60597614;-0,77541790;-1,54360200
8,61621614;-0,77671380;-1,54360200
8,62645614;-0,77874840;-1,54375800
8,63669614;-0,78149270;-1,54453900
8,64693614;-0,78424650;-1,54375800
8,65717614;-0,78685710;-1,54485200
8,66741614;-0,78923630;-1,54328900
8,67765614;-0,79083900;-1,54297700
8,68789614;-0,79168390;-1,54407000
8,69813614;-0,79236520;-1,54454000
8,70837614;-0,79281570;-1,54344600
8,71861614;-0,79342070;-1,54297600
8,72885614;-0,79427420;-1,54297600
8,73909614;-0,79563650;-1,54469600
8,74933614;-0,79748930;-1,54485200
8,75957614;-0,79937930;-1,54454000
8,76981614;-0,80135630;-1,54282100
8,78005614;-0,80347660;-1,54516500
8,79029614;-0,80535780;-1,54500900
8,80053614;-0,80698890;-1,54407100
8,81077614;-0,80829350;-1,54375800
8,82101614;-0,80952280;-1,54360200
8,83125614;-0,81054990;-1,54407100
8,84149614;-0,81138380;-1,54422700
8,85173614;-0,81301480;-1,54422700
8,86197614;-0,81391560;-1,54250800
8,87221614;-0,81558360;-1,54500900
8,88245614;-0,81710860;-1,54391400
8,89269614;-0,81910940;-1,54344600
8,90293614;-0,82055600;-1,54282000
8,91317614;-0,82214310;-1,54282100
8,92341614;-0,82379870;-1,54391400
8,93365614;-0,82508950;-1,54203900
8,94389614;-0,82578690;-1,54313300
8,95413614;-0,82679930;-1,54219500
8,96437614;-0,82731580;-1,54297600
8,97461614;-0,82761250;-1,54235200
8,98485614;-0,82815640;-1,54172700
8,99509614;-0,82819600;-1,54188300
9,00533614;-0,82839530;-1,54250800
9,01557614;-0,82882770;-1,54141400
9,02581614;-0,82917200;-1,54157000
9,03605614;-0,82964290;-1,54203900
9,04629614;-0,83004630;-1,54110200
9,05653614;-0,83051600;-1,54172600
9,06677614;-0,83125470;-1,54188300
9,07701614;-0,83233890;-1,54235200
9,08725614;-0,83299090;-1,54094500
9,09749614;-0,83426820;-1,54094600
9,10773614;-0,83517890;-1,54157100
9,11797614;-0,83580300;-1,54016400
9,12821614;-0,83701130;-1,54094500
9,13845614;-0,83791400;-1,54078900
9,14869614;-0,83870150;-1,54157100
9,15893614;-0,83953600;-1,54063300
9,16917614;-0,84008350;-1,54125800
9,17941614;-0,84063040;-1,54063300
9,18965614;-0,84146570;-1,54078900
9,19989614;-0,84209870;-1,53906900
9,21013614;-0,84285560;-1,54078900
9,22037614;-0,84309550;-1,53969500
9,23061614;-0,84321020;-1,53938200
9,24085614;-0,84388230;-1,53953900
9,25109614;-0,84413160;-1,53985100
9,26133614;-0,84453620;-1,53953900
9,27157614;-0,84455440;-1,53938300
9,28181614;-0,84499530;-1,53985100
9,29205614;-0,84505340;-1,53875700
9,30229614;-0,84515000;-1,53828900
9,31253614;-0,84513970;-1,53875700
9,32277614;-0,84544630;-1,53906900
9,33301614;-0,84538940;-1,53828900
9,34325614;-0,84562950;-1,53735100
9,35349614;-0,84557180;-1,53813300
9,36373614;-0,84554270;-1,53688200
9,37397614;-0,84575310;-1,53828800
9,38421614;-0,84578350;-1,53703900
9,39445614;-0,84569590;-1,53750700
9,40469614;-0,84575380;-1,53672600
9,41493614;-0,84568620;-1,53719500
9,42517614;-0,84576310;-1,53719500
9,43541614;-0,84560040;-1,53719500
9,44565614;-0,84557090;-1,53563200
9,45589614;-0,84565810;-1,53688200
9,46613614;-0,84546660;-1,53610000
9,47637614;-0,84562890;-1,53563200
9,48661614;-0,84530320;-1,53610000
9,49685614;-0,84499530;-1,53532000
9,50709614;-0,84519710;-1,53578800
9,51733614;-0,84482250;-1,53563200
9,52757614;-0,84509150;-1,53547600
9,53781614;-0,84480370;-1,53563200
9,54805614;-0,84434310;-1,53516300
9,55829614;-0,84411280;-1,53531900
9,56853614;-0,84404530;-1,53547600
9,57877614;-0,84362300;-1,53453900
9,58901614;-0,84311570;-1,53469400
9,59925614;-0,84282760;-1,53406900
9,60949614;-0,84231810;-1,53406900
9,61973614;-0,84175180;-1,53422500
9,62997614;-0,84082160;-1,53500700
9,64021614;-0,84041870;-1,53172500
9,65045614;-0,83971870;-1,53328700
9,66069614;-0,83909450;-1,53344400
9,67093614;-0,83802000;-1,53375600
9,68117614;-0,83683030;-1,53328700
9,69141614;-0,83642640;-1,53235000
9,70165614;-0,83529470;-1,53297500
9,71189614;-0,83442100;-1,53250600
9,72213614;-0,83317450;-1,53188100
9,73237614;-0,83252150;-1,53078800
9,74261614;-0,83149490;-1,53156900
9,75285614;-0,83075660;-1,53094300
9,76309614;-0,83017070;-1,53031800
9,77333614;-0,82958500;-1,53078700
9,78357614;-0,82912420;-1,53016300
9,79381614;-0,82875020;-1,52985000
9,80405614;-0,82860700;-1,53094300
9,81429614;-0,82834730;-1,52891200
9,82453614;-0,82809950;-1,52969300
9,83477613;-0,82792690;-1,52906800
9,84501613;-0,82733480;-1,52906900
9,85525613;-0,82690480;-1,52813100
9,86549613;-0,82634100;-1,52797500
9,87573613;-0,82520390;-1,52703700
9,88597613;-0,82406750;-1,52860000
9,89621613;-0,82285130;-1,52641200
9,90645613;-0,82068940;-1,52703700
9,91669613;-0,81930180;-1,52578700
9,92693613;-0,81811450;-1,52594300
9,93717613;-0,81591060;-1,52610000
9,94741613;-0,81450100;-1,52531800
9,95765613;-0,81294700;-1,52453600
9,96789613;-0,81189160;-1,52469300
9,97813613;-0,81055740;-1,52610000
9,98837613;-0,80973390;-1,52453700
9,99861613;-0,80846710;-1,52422400
10,00885613;-0,80738260;-1,52422400
10,01909613;-0,80579960;-1,52391200
10,02933613;-0,80386110;-1,52328700
10,03957613;-0,80226800;-1,52250500
10,04981613;-0,79991690;-1,52234900
10,06005613;-0,79804590;-1,52172400
10,07029613;-0,79612640;-1,52203600
10,08053613;-0,79461970;-1,52016100
10,09077613;-0,79348780;-1,52125500
10,10101613;-0,79290210;-1,52000500
10,11125613;-0,79246040;-1,51984800
10,12149613;-0,79181810;-1,51891100
10,13173613;-0,79131900;-1,51969200
10,14197613;-0,78975490;-1,51813000
10,15221613;-0,78744240;-1,51859900
10,16245613;-0,78492700;-1,51969200
10,17269613;-0,78203980;-1,51828600
10,18293613;-0,77954540;-1,51828500
10,19317613;-0,77685760;-1,51781700
10,20341613;-0,77595570;-1,51687900
10,21365613;-0,77478500;-1,51719200
10,22389613;-0,77420970;-1,51609800
10,23413613;-0,77328880;-1,51703500
10,24437613;-0,77213620;-1,51750500
10,25461613;-0,77022630;-1,51500400
10,26485613;-0,76817380;-1,51625500
10,27509613;-0,76562140;-1,51531600
10,28533613;-0,76329850;-1,51516000
10,29557613;-0,76082290;-1,51453500
10,30581613;-0,75862540;-1,51391000
10,31605613;-0,75777170;-1,51344100
10,32629613;-0,75676370;-1,51437900
10,33653613;-0,75598630;-1,51328500
10,34677613;-0,75507460;-1,51344100
10,35701613;-0,75310830;-1,51297200
10,36725613;-0,75058480;-1,51312900
10,37749613;-0,74746920;-1,51109700
10,38773613;-0,74439390;-1,51203500
10,39797613;-0,74161440;-1,51109700
10,40821613;-0,73998690;-1,51015900
10,41845613;-0,73851190;-1,51187900
10,42869613;-0,73711180;-1,51109800
10,43893613;-0,73510710;-1,51000300
10,44917613;-0,73250590;-1,50937900
10,45941613;-0,72956950;-1,50906600
10,46965613;-0,72657610;-1,50922100
10,47989613;-0,72352380;-1,50750300
10,49013613;-0,72200820;-1,50687800
10,50037613;-0,72108830;-1,50734700
10,51061613;-0,72008910;-1,50719000
10,52085613;-0,71864950;-1,50562800
10,53109613;-0,71607860;-1,50609700
10,54133613;-0,71251850;-1,50594000
10,55157613;-0,70841090;-1,50578400
10,56181613;-0,70516840;-1,50500200
10,57205613;-0,70351740;-1,50469000
10,58229613;-0,70231880;-1,50422100
10,59253613;-0,70065810;-1,50328300
10,60277613;-0,69853690;-1,50312700
10,61301613;-0,69508310;-1,50328400
10,62325613;-0,69195460;-1,50250300
10,63349613;-0,68852900;-1,50093900
10,64373613;-0,68633160;-1,50187700
10,65397613;-0,68506530;-1,50015900
10,66421613;-0,68421080;-1,49984600
10,67445613;-0,68266580;-1,50000200
10,68469613;-0,67981610;-1,50015800
10,69493613;-0,67582490;-1,50000200
10,70517613;-0,67190010;-1,49875200
10,71541613;-0,66901280;-1,49828300
10,72565613;-0,66673130;-1,49812600
10,73589613;-0,66436800;-1,49734500
10,74613613;-0,66119280;-1,49703200
10,75637613;-0,65805230;-1,49703300
10,76661613;-0,65439200;-1,49531400
10,77685613;-0,65146650;-1,49578200
10,78709613;-0,64961640;-1,49453200
10,79733613;-0,64854150;-1,49531300
10,80757613;-0,64690070;-1,49406300
10,81781613;-0,64350240;-1,49343900
10,82805613;-0,63859000;-1,49406300
10,83829613;-0,63450220;-1,49218800
10,84853613;-0,63195870;-1,49234400
10,85877613;-0,62987720;-1,48984400
10,86901613;-0,62779400;-1,49078200
10,87925613;-0,62422470;-1,48968700
10,88949613;-0,61937780;-1,48953100
10,89973613;-0,61593280;-1,48906300
10,90997613;-0,61385090;-1,48781200
10,92021613;-0,61243100;-1,48718700
10,93045613;-0,61024240;-1,48609400
10,94069613;-0,60696070;-1,48593800
10,95093613;-0,60245100;-1,48578100
10,96117613;-0,59871780;-1,48406200
10,97141613;-0,59589580;-1,48453100
10,98165613;-0,59357420;-1,48359300
10,99189613;-0,59049450;-1,48249900
11,00213613;-0,58657490;-1,48265700
11,01237613;-0,58242800;-1,48156200
11,02261613;-0,57934590;-1,48156200
11,03285613;-0,57736530;-1,48062400
11,04309613;-0,57592770;-1,47906100
11,05333613;-0,57269300;-1,47828000
11,06357613;-0,56775160;-1,47843700
11,07381613;-0,56291620;-1,47828000
11,08405613;-0,56028630;-1,47812400
11,09429613;-0,55825230;-1,47624900
11,10453613;-0,55600600;-1,47640500
11,11477613;-0,55164020;-1,47515500
11,12501613;-0,54712090;-1,47359100
11,13525613;-0,54362840;-1,47359200
11,14549613;-0,54176680;-1,47187300
11,15573613;-0,54019240;-1,47140400
11,16597613;-0,53800460;-1,47062200
11,17621613;-0,53329320;-1,46999800
11,18645613;-0,52864810;-1,46984200
11,19669613;-0,52463760;-1,46906000
11,20693613;-0,52162450;-1,46827800
11,21717613;-0,51731630;-1,46562200
11,22741613;-0,51286290;-1,46531000
11,23765613;-0,50850650;-1,46562200
11,24789613;-0,50621310;-1,46468400
11,25813613;-0,50450460;-1,46327800
11,26837613;-0,50152850;-1,46265300
11,27861613;-0,49601460;-1,46249700
11,28885613;-0,49081110;-1,46140300
11,29909613;-0,48805270;-1,46187200
11,30933613;-0,48571340;-1,46109000
